repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.7274,0.7326,0.6596,0.2225,0.9651,0.7326,0.833,0.737,0.9694
0,0.8027,0.8203,0.5766,0.2529,0.9614,0.8203,0.8852,0.7539,0.97
2,0.7426,0.752,0.6213,0.2164,0.9623,0.752,0.8443,0.734,0.9671
