repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
0,0.6815,0.8496,0.4968,0.3723,0.6498,0.8496,0.7364,0.7701,0.7871
1,0.6783,0.8617,0.4768,0.3691,0.6442,0.8617,0.7372,0.7657,0.7798
2,0.6729,0.8631,0.4638,0.3589,0.6389,0.8631,0.7342,0.7649,0.7827
