repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
0,0.853,0.8923,0.3878,0.2235,0.9452,0.8923,0.918,0.759,0.9728
1,0.7604,0.7623,0.7382,0.2998,0.9718,0.7623,0.8544,0.8161,0.9794
2,0.8596,0.8949,0.4409,0.2666,0.9499,0.8949,0.9216,0.8035,0.9789
