repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
0,0.8406,0.8802,0.38,0.2023,0.9429,0.8802,0.9105,0.7324,0.9672
2,0.8,0.8245,0.516,0.2288,0.9519,0.8245,0.8836,0.7199,0.9598
1,0.8991,0.959,0.202,0.1929,0.9332,0.959,0.9459,0.7155,0.965
