repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
2,0.8256,0.8524,0.4809,0.2288,0.9547,0.8524,0.9007,0.7357,0.9699
1,0.8591,0.8953,0.3936,0.2257,0.9499,0.8953,0.9218,0.7511,0.9714
0,0.8173,0.8441,0.4723,0.2138,0.9536,0.8441,0.8955,0.7379,0.9658
