repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.8628,0.9001,0.383,0.2252,0.9493,0.9001,0.9241,0.721,0.9665
0,0.8081,0.8327,0.4915,0.2136,0.9546,0.8327,0.8895,0.7328,0.9674
2,0.8386,0.8743,0.3809,0.188,0.9477,0.8743,0.9095,0.7233,0.9669
