repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
0,0.7187,0.8467,0.552,0.4214,0.7112,0.8467,0.773,0.7931,0.8334
2,0.7152,0.8467,0.5439,0.414,0.7075,0.8467,0.7709,0.7936,0.8308
1,0.7218,0.8289,0.5822,0.4273,0.7211,0.8289,0.7712,0.7925,0.8364
