repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.5692,0.9931,0.0171,0.0475,0.5683,0.9931,0.7229,0.5622,0.5896
2,0.5956,0.9321,0.1571,0.1433,0.5903,0.9321,0.7228,0.6025,0.6126
0,0.5781,0.9781,0.057,0.092,0.5747,0.9781,0.724,0.5792,0.6005
