repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.5781,0.982,0.0519,0.0945,0.5744,0.982,0.7248,0.5831,0.5999
2,0.5957,0.9329,0.1564,0.1439,0.5903,0.9329,0.7231,0.5998,0.6104
0,0.5713,0.9907,0.0248,0.0614,0.5696,0.9907,0.7234,0.588,0.6084
