repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
2,0.922,0.9867,0.17,0.2677,0.9325,0.9867,0.9589,0.7256,0.964
0,0.787,0.8109,0.51,0.2111,0.9506,0.8109,0.8752,0.7396,0.967
1,0.7777,0.7923,0.608,0.2534,0.9592,0.7923,0.8678,0.7657,0.9707
