repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.7556,0.7623,0.6772,0.2646,0.9655,0.7623,0.8519,0.7974,0.976
0,0.8254,0.855,0.4744,0.2347,0.9506,0.855,0.9003,0.7755,0.9748
2,0.8127,0.8284,0.626,0.3006,0.9633,0.8284,0.8908,0.8195,0.9802
