repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
0,0.7301,0.8095,0.6268,0.4455,0.7386,0.8095,0.7724,0.7954,0.8378
1,0.7253,0.8095,0.6155,0.4351,0.7329,0.8095,0.7693,0.7942,0.8329
2,0.7271,0.8267,0.5973,0.4385,0.7279,0.8267,0.7742,0.7945,0.8234
