repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
0,0.6687,0.8992,0.4154,0.3625,0.6283,0.8992,0.7397,0.7669,0.7861
1,0.669,0.881,0.436,0.3566,0.6319,0.881,0.7359,0.7676,0.7874
2,0.6768,0.8284,0.5101,0.3588,0.6502,0.8284,0.7285,0.762,0.7819
