repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.8764,0.9194,0.3681,0.2534,0.9451,0.9194,0.9321,0.7829,0.9748
0,0.7515,0.7654,0.5866,0.2145,0.9564,0.7654,0.8503,0.7359,0.9647
2,0.8018,0.8146,0.6496,0.2996,0.9649,0.8146,0.8834,0.8057,0.9774
