repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.7306,0.7264,0.7815,0.2934,0.9752,0.7264,0.8326,0.8009,0.9752
2,0.8039,0.8188,0.628,0.2909,0.963,0.8188,0.8851,0.8042,0.9764
0,0.8488,0.8838,0.435,0.2455,0.9488,0.8838,0.9151,0.7909,0.9768
