repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
0,0.719,0.7209,0.6969,0.2417,0.9657,0.7209,0.8255,0.7584,0.9704
2,0.8036,0.8234,0.5689,0.2595,0.9577,0.8234,0.8855,0.7837,0.9757
1,0.8534,0.8908,0.4114,0.2387,0.9471,0.8908,0.9181,0.7663,0.9738
