repeat,acc,sensitivity,specificity,mcc,precision,recall,f1,auc,aupr
1,0.6649,0.8796,0.429,0.3482,0.6287,0.8796,0.7333,0.7601,0.7793
0,0.6694,0.8719,0.4469,0.3546,0.634,0.8719,0.7342,0.7638,0.7859
2,0.6678,0.8314,0.488,0.3418,0.6409,0.8314,0.7238,0.7568,0.7813
